record_id,record_type,decision,assembly_score,band,slot_families,slot_assignments,declared_routes,title,source_identity,external_paper_title,external_paper_year,external_paper_venue,external_paper_doi
LOCAL-GAP-0058,local_unintegrated_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;fold_action;terminal_action;bridge_action;ledger_action,01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37;06;16;26;36,FLCR-02;FLCR-08;FLCR-10;FLCR-20;FLCR-28;FLCR-29;FLCR-30;FLCR-38;FLCR-40;FLCR-13;FLCR-21;FLCR-22;FLCR-23;FLCR-36;FLCR-24;FLCR-25;FLCR-39,047-boundary-cqe-quasi-crystal-database.md,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\cqe\extracted_formalizations\texts\047-boundary-cqe-quasi-crystal-database.md,,,,
LOCAL-GAP-0059,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;ledger_action;window_action;bridge_action;fold_action,01;11;21;31;06;16;26;36;09;19;29;39;07;17;27;37;03;13;23;33;02;12;22;32;08;18;28;38;10;20;30;40;41;42;43;47;48;50;51;52;53;24;34;44;54;25;35;45;55;58;49;59;60;46;56;66;68;69;70,FLCR-02;FLCR-08;FLCR-10;FLCR-20;FLCR-28;FLCR-29;FLCR-30;FLCR-38;FLCR-40;FLCR-13;FLCR-21;FLCR-22;FLCR-23;FLCR-36;FLCR-07;FLCR-11;FLCR-12;FLCR-17;FLCR-18;FLCR-24;FLCR-25;FLCR-39,CQE-paper-09-hamiltonian_window_emergence_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-09-hamiltonian_window_emergence_receipt.json,,,,
LOCAL-GAP-0060,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;closure_lift,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;00;10;20;30;02;12;22;32;09;19;29;39;40;42;43;17;27;37;47;50;41;51;52;53;24;34;44;54;25;35;45;55;48;58;49;59;60;46;56;66;68;69;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-30;FLCR-24;FLCR-25;FLCR-39;FLCR-40;FLCR-01;FLCR-02;FLCR-06;FLCR-08;FLCR-09;FLCR-10;FLCR-12;FLCR-17;FLCR-29,manifest.json,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\cqe\extracted_formalizations\manifest.json,,,,
LOCAL-GAP-0061,local_unintegrated_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;fold_action;ledger_action;terminal_action;residual_action,01;11;21;31;03;13;23;33;06;16;26;36;08;18;28;38;02;12;22;32,FLCR-02;FLCR-08;FLCR-10;FLCR-20;FLCR-28;FLCR-29;FLCR-30;FLCR-38;FLCR-40;FLCR-13;FLCR-21;FLCR-22;FLCR-23;FLCR-36;FLCR-24;FLCR-25;FLCR-39,041-claude-real-math-umbrella-open-obligations.md,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\cqe\extracted_formalizations\texts\041-claude-real-math-umbrella-open-obligations.md,,,,
LOCAL-GAP-0062,local_unintegrated_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;fold_action;terminal_action;bridge_action;ledger_action,01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37;06;16;26;36,FLCR-02;FLCR-08;FLCR-10;FLCR-20;FLCR-28;FLCR-29;FLCR-30;FLCR-38;FLCR-40;FLCR-13;FLCR-21;FLCR-22;FLCR-23;FLCR-36;FLCR-24;FLCR-25;FLCR-39,045-claude-real-math-d12-action-verifier.md,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\cqe\extracted_formalizations\texts\045-claude-real-math-d12-action-verifier.md,,,,
LOCAL-GAP-0063,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;fold_action;terminal_action;ledger_action;window_action,01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36;09;19;29;39;02;12;22;32;07;17;27;37;41;42;43;47;48;20;30;40;50;51;52;53;24;34;44;54;25;35;45;55;58;49;59;46;56;66;68;69;60;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-24;FLCR-25;FLCR-39;FLCR-40;FLCR-01;FLCR-02;FLCR-06;FLCR-07;FLCR-08;FLCR-09;FLCR-11;FLCR-12;FLCR-17;FLCR-18;FLCR-29,CQE-paper-18-voa_moonshine_routes_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-18-voa_moonshine_routes_receipt.json,,,,
LOCAL-GAP-0064,local_unintegrated_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;fold_action;bridge_action;ledger_action;terminal_action,01;11;21;31;03;13;23;33;07;17;27;37;06;16;26;36;08;18;28;38,FLCR-02;FLCR-08;FLCR-10;FLCR-20;FLCR-28;FLCR-29;FLCR-30;FLCR-38;FLCR-40;FLCR-13;FLCR-21;FLCR-22;FLCR-23;FLCR-36;FLCR-24;FLCR-25;FLCR-39,044-claude-real-math-d4-j30-idempotent-bridge-tests.md,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\cqe\extracted_formalizations\texts\044-claude-real-math-d4-j30-idempotent-bridge-tests.md,,,,
LOCAL-GAP-0065,local_unintegrated_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;fold_action;terminal_action;bridge_action;ledger_action,01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37;06;16;26;36,FLCR-02;FLCR-08;FLCR-10;FLCR-20;FLCR-28;FLCR-29;FLCR-30;FLCR-38;FLCR-40;FLCR-13;FLCR-21;FLCR-22;FLCR-23;FLCR-36;FLCR-24;FLCR-25;FLCR-39,043-claude-real-math-d12-idempotent-chain-tests.md,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\cqe\extracted_formalizations\texts\043-claude-real-math-d12-idempotent-chain-tests.md,,,,
LOCAL-GAP-0066,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;fold_action;terminal_action;bridge_action;ledger_action,01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37;06;16;26;36;02;12;22;32;41;42;43;47;48;20;30;40;50;51;52;53;24;34;44;54;25;35;45;55;58;29;39;49;59;60;46;56;66;68;69;70,FLCR-02;FLCR-08;FLCR-10;FLCR-20;FLCR-28;FLCR-29;FLCR-30;FLCR-38;FLCR-40;FLCR-13;FLCR-21;FLCR-22;FLCR-23;FLCR-36;FLCR-24;FLCR-25;FLCR-39;FLCR-07;FLCR-11;FLCR-12;FLCR-17;FLCR-18,046-claude-real-math-d12-moonshine-chain.md,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\cqe\extracted_formalizations\texts\046-claude-real-math-d12-moonshine-chain.md,,,,
LOCAL-GAP-0067,local_unintegrated_artifact,REROUTE_OR_REPAIR,36,1-40_method_definition,enumeration_action;fold_action;terminal_action;bridge_action;ledger_action,01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37;06;16;26;36;02;12;22;32;09;19;29;39;42;43;47;48;20;30;40;50;41;51;52;53;24;34;44;54;25;35;45;55;58;49;59;60;46;56;66;68;69;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-30;FLCR-24;FLCR-25;FLCR-39;FLCR-40;FLCR-01;FLCR-02;FLCR-06;FLCR-08;FLCR-09;FLCR-12;FLCR-17;FLCR-18;FLCR-29,contributions_registry.py,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-R30-main\PROOF\src\lattice_forge\contributions_registry.py,,,,
LOCAL-GAP-0068,local_unintegrated_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;fold_action;terminal_action;bridge_action;ledger_action,01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37;06;16;26;36,FLCR-02;FLCR-08;FLCR-10;FLCR-20;FLCR-28;FLCR-29;FLCR-30;FLCR-38;FLCR-40;FLCR-13;FLCR-21;FLCR-22;FLCR-23;FLCR-36;FLCR-24;FLCR-25;FLCR-39,OURS_VS_CLAUDE_UMBRELLA_REVIEW_2026-05-27.md,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\cqe\OURS_VS_CLAUDE_UMBRELLA_REVIEW_2026-05-27.md,,,,
LOCAL-GAP-0069,local_unintegrated_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;fold_action;terminal_action;bridge_action;ledger_action,01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37;06;16;26;36,FLCR-02;FLCR-08;FLCR-10;FLCR-20;FLCR-28;FLCR-29;FLCR-30;FLCR-38;FLCR-40;FLCR-13;FLCR-21;FLCR-22;FLCR-23;FLCR-36;FLCR-24;FLCR-25;FLCR-39,CLAUDE_D12_REAL_MATH_MOUNT_2026-05-27.md,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\cqe\CLAUDE_D12_REAL_MATH_MOUNT_2026-05-27.md,,,,
LOCAL-GAP-0070,local_unintegrated_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,bridge_action;enumeration_action;fold_action;terminal_action;boundary_action,07;17;27;37;01;11;21;31;03;13;23;33;08;18;28;38;04;14;24;34,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-30;FLCR-24;FLCR-25;FLCR-39;FLCR-40,049-boundary-cqe-proof-of-transport.md,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\cqe\extracted_formalizations\texts\049-boundary-cqe-proof-of-transport.md,,,,
LOCAL-GAP-0071,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;ledger_action;fold_action;window_action;bridge_action,01;11;21;31;06;16;26;36;03;13;23;33;09;19;29;39;07;17;27;37;02;12;22;32;04;14;24;34;05;15;25;35;08;18;28;38;10;20;30;40;41;42;43;47;50;51;52;53;44;54;45;55;48;58;49;59;60;46;56;66;68;69;70,FLCR-02;FLCR-08;FLCR-10;FLCR-20;FLCR-28;FLCR-29;FLCR-30;FLCR-38;FLCR-40;FLCR-13;FLCR-21;FLCR-22;FLCR-23;FLCR-36;FLCR-03;FLCR-04;FLCR-05;FLCR-07;FLCR-11;FLCR-12;FLCR-17;FLCR-24;FLCR-25;FLCR-39,CQE-paper-08-atlas_unipotent_orbits_real_data_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-08-atlas_unipotent_orbits_real_data_receipt.json,,,,
LOCAL-GAP-0072,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;fold_action;terminal_action;ledger_action;window_action,01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36;09;19;29;39;07;17;27;37;41;12;22;32;42;43;47;20;30;40;50;51;52;53;24;34;44;54;25;35;45;55;48;58;49;59;46;56;66;68;69;60;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-24;FLCR-25;FLCR-39;FLCR-40;FLCR-07;FLCR-08;FLCR-09;FLCR-11;FLCR-12;FLCR-17;FLCR-29,CQE-paper-32-octad_e8_structure_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-32-octad_e8_structure_receipt.json,,,,
LOCAL-GAP-0073,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;ledger_action;fold_action;window_action;bridge_action,01;11;21;31;06;16;26;36;03;13;23;33;09;19;29;39;07;17;27;37;08;18;28;38;41;12;22;32;42;43;47;20;30;40;50;51;52;53;24;34;44;54;25;35;45;55;48;58;49;59;46;56;66;68;69;60;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-01;FLCR-06;FLCR-07;FLCR-08;FLCR-09;FLCR-11;FLCR-12;FLCR-17;FLCR-24;FLCR-25;FLCR-29;FLCR-39;FLCR-40,CQE-paper-30-rule30_corpus_provenance_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-30-rule30_corpus_provenance_receipt.json,,,,
LOCAL-GAP-0074,local_unintegrated_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,ledger_action;enumeration_action;fold_action;terminal_action;closure_lift,06;16;26;36;01;11;21;31;03;13;23;33;08;18;28;38;00;10;20;30,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-30;FLCR-24;FLCR-25;FLCR-39;FLCR-40,whitepaper_manifest.yaml,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\prize\whitepaper_manifest.yaml,,,,
LOCAL-GAP-0075,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;fold_action;terminal_action;ledger_action;window_action,01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36;09;19;29;39;02;12;22;32;07;17;27;37;41;42;43;47;48;20;30;40;50;51;52;53;24;34;44;54;25;35;45;55;58;49;59;46;56;66;68;69;60;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-24;FLCR-25;FLCR-39;FLCR-40;FLCR-02;FLCR-07;FLCR-08;FLCR-11;FLCR-12;FLCR-17;FLCR-18;FLCR-29,CQE-paper-17-golay_leech_tower_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-17-golay_leech_tower_receipt.json,,,,
LOCAL-GAP-0076,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;fold_action;terminal_action;ledger_action;window_action,01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36;09;19;29;39;07;17;27;37;41;12;22;32;42;43;47;20;30;40;50;51;52;53;24;34;44;54;25;35;45;55;48;58;49;59;46;56;66;68;69;60;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-24;FLCR-25;FLCR-39;FLCR-40;FLCR-07;FLCR-08;FLCR-11;FLCR-12;FLCR-17;FLCR-29,CQE-paper-08-e8_even_lattice_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-08-e8_even_lattice_receipt.json,,,,
LOCAL-GAP-0077,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;fold_action;terminal_action;ledger_action;window_action,01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36;09;19;29;39;07;17;27;37;41;12;22;32;42;43;47;20;30;40;50;51;52;53;24;34;44;54;25;35;45;55;48;58;49;59;46;56;66;68;69;60;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-24;FLCR-25;FLCR-39;FLCR-40;FLCR-07;FLCR-08;FLCR-11;FLCR-12;FLCR-17;FLCR-29,CQE-paper-32-e8_routed_constructor_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-32-e8_routed_constructor_receipt.json,,,,
LOCAL-GAP-0078,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;bridge_action;ledger_action;fold_action;boundary_action,01;11;21;31;07;17;27;37;06;16;26;36;03;13;23;33;04;14;24;34;05;15;25;35;08;18;28;38;09;19;29;39;41;12;22;32;42;43;47;20;30;40;50;51;52;53;44;54;45;55;48;58;49;59;46;56;66;68;69;60;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-01;FLCR-03;FLCR-04;FLCR-05;FLCR-06;FLCR-07;FLCR-08;FLCR-09;FLCR-11;FLCR-12;FLCR-17;FLCR-24;FLCR-25;FLCR-29;FLCR-39;FLCR-40,CQE-paper-13-rule30_shell_verification_ledger_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-13-rule30_shell_verification_ledger_receipt.json,,,,
LOCAL-GAP-0079,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;fold_action;terminal_action;ledger_action;window_action,01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36;09;19;29;39;07;17;27;37;41;12;22;32;42;43;47;20;30;40;50;51;52;53;24;34;44;54;25;35;45;55;48;58;49;59;46;56;66;68;69;60;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-24;FLCR-25;FLCR-39;FLCR-40;FLCR-07;FLCR-08;FLCR-11;FLCR-12;FLCR-17;FLCR-29,CQE-paper-17-leech_kissing_published_decomposition_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-17-leech_kissing_published_decomposition_receipt.json,,,,
LOCAL-GAP-0080,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;fold_action;terminal_action;ledger_action;window_action,01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36;09;19;29;39;07;17;27;37;41;12;22;32;42;43;47;20;30;40;50;51;52;53;24;34;44;54;25;35;45;55;48;58;49;59;46;56;66;68;69;60;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-24;FLCR-25;FLCR-39;FLCR-40;FLCR-07;FLCR-08;FLCR-11;FLCR-12;FLCR-17;FLCR-29,CQE-paper-08-niemeier_leech_enumeration_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-08-niemeier_leech_enumeration_receipt.json,,,,
LOCAL-GAP-0081,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;fold_action;terminal_action;ledger_action;window_action,01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36;09;19;29;39;07;17;27;37;41;12;22;32;42;43;47;20;30;40;50;51;52;53;24;34;44;54;25;35;45;55;48;58;49;59;46;56;66;68;69;60;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-24;FLCR-25;FLCR-39;FLCR-40;FLCR-07;FLCR-08;FLCR-09;FLCR-11;FLCR-12;FLCR-17;FLCR-29,CQE-paper-32-alena_morph_e8_kit_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-32-alena_morph_e8_kit_receipt.json,,,,
LOCAL-GAP-0082,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;fold_action;terminal_action;ledger_action;window_action,01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36;09;19;29;39;07;17;27;37;41;12;22;32;42;43;47;20;30;40;50;51;52;53;24;34;44;54;25;35;45;55;48;58;49;59;46;56;66;68;69;60;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-24;FLCR-25;FLCR-39;FLCR-40;FLCR-07;FLCR-08;FLCR-11;FLCR-12;FLCR-17;FLCR-29,CQE-paper-32-p120_e8_cayley_dickson_doubling_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-32-p120_e8_cayley_dickson_doubling_receipt.json,,,,
LOCAL-GAP-0083,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;ledger_action;fold_action;window_action;bridge_action,01;11;21;31;06;16;26;36;03;13;23;33;09;19;29;39;07;17;27;37;02;12;22;32;08;18;28;38;10;20;30;40;41;42;43;47;50;51;52;53;24;34;44;54;25;35;45;55;48;58;49;59;60;46;56;66;68;69;70,FLCR-02;FLCR-08;FLCR-10;FLCR-20;FLCR-28;FLCR-29;FLCR-30;FLCR-38;FLCR-40;FLCR-13;FLCR-21;FLCR-22;FLCR-23;FLCR-36;FLCR-07;FLCR-11;FLCR-12;FLCR-17;FLCR-24;FLCR-25;FLCR-39,CQE-paper-03-d4_atlas_bijectivity_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-03-d4_atlas_bijectivity_receipt.json,,,,
LOCAL-GAP-0084,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;fold_action;terminal_action;ledger_action;window_action,01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36;09;19;29;39;07;17;27;37;41;12;22;32;42;43;47;20;30;40;50;51;52;53;24;34;44;54;25;35;45;55;48;58;49;59;46;56;66;68;69;60;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-24;FLCR-25;FLCR-39;FLCR-40;FLCR-07;FLCR-08;FLCR-11;FLCR-12;FLCR-17;FLCR-29,CQE-paper-08-o1_weyl_e8_construction_closed_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-08-o1_weyl_e8_construction_closed_receipt.json,,,,
LOCAL-GAP-0085,local_unintegrated_artifact,REROUTE_OR_REPAIR,65,1-40_method_definition,enumeration_action;fold_action;terminal_action;ledger_action;window_action,01;11;21;31;03;13;23;33;08;18;28;38;06;16;26;36;09;19;29;39;07;17;27;37;41;12;22;32;42;43;47;20;30;40;50;51;52;53;24;34;44;54;25;35;45;55;48;58;49;59;46;56;66;68;69;60;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-24;FLCR-25;FLCR-39;FLCR-40;FLCR-07;FLCR-08;FLCR-11;FLCR-12;FLCR-17;FLCR-29,CQE-paper-08-o7_niemeier_e8cubed_glue_closed_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-08-o7_niemeier_e8cubed_glue_closed_receipt.json,,,,
LOCAL-GAP-0086,local_unintegrated_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;fold_action;terminal_action;bridge_action;ledger_action,01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37;06;16;26;36,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-30;FLCR-24;FLCR-25;FLCR-39;FLCR-40,080-lcr-rule30-rule30-agent-final-paper.md,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\cqe\extracted_formalizations\texts\080-lcr-rule30-rule30-agent-final-paper.md,,,,
LOCAL-GAP-0087,local_unintegrated_artifact,DISCOVERY_MORE_CONTEXT_REQUIRED,34,1-40_method_definition,enumeration_action;fold_action;terminal_action,01;11;21;31;03;13;23;33;08;18;28;38,FLCR-02;FLCR-08;FLCR-10;FLCR-20;FLCR-28;FLCR-29;FLCR-30;FLCR-38;FLCR-40;FLCR-13;FLCR-21;FLCR-22;FLCR-23;FLCR-36,042-claude-real-math-umbrella-theorem-registry.md,D:\CQE_CMPLX\CMPLX-Kernel\CMPLX-Kernel_Production_20260607T223706\source\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\cqe\extracted_formalizations\texts\042-claude-real-math-umbrella-theorem-registry.md,,,,
LOCAL-GAP-0088,local_unintegrated_artifact,REROUTE_OR_REPAIR,44,1-40_method_definition,enumeration_action;ledger_action;window_action;bridge_action;fold_action,01;11;21;31;06;16;26;36;09;19;29;39;07;17;27;37;03;13;23;33;08;18;28;38;41;12;22;32;42;43;47;20;30;40;50;51;52;53;24;34;44;54;25;35;45;55;48;58;49;59;60;46;56;66;68;69;70,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-30;FLCR-01;FLCR-06;FLCR-07;FLCR-08;FLCR-09;FLCR-11;FLCR-12;FLCR-17;FLCR-24;FLCR-25;FLCR-29;FLCR-39;FLCR-40,CQE-paper-27-observer_delay_shared_reality_receipt.json,D:\CQE_CMPLX\CQECMPLX-Formal-Suite\lib\lattice_forge\receipts\CQE-paper-27-observer_delay_shared_reality_receipt.json,,,,
LOCAL-GAP-0089,local_unintegrated_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;fold_action;terminal_action;bridge_action;ledger_action,01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37;06;16;26;36,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-30;FLCR-24;FLCR-25;FLCR-39;FLCR-40,026-umbrella-math-centroid-voa-verifier.md,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\cqe\extracted_formalizations\texts\026-umbrella-math-centroid-voa-verifier.md,,,,
LOCAL-GAP-0090,local_unintegrated_artifact,DISCOVERY_EXTERNAL_PAIR_REQUIRED,36,1-40_method_definition,enumeration_action;fold_action;terminal_action;bridge_action;ledger_action,01;11;21;31;03;13;23;33;08;18;28;38;07;17;27;37;06;16;26;36,FLCR-13;FLCR-20;FLCR-21;FLCR-22;FLCR-23;FLCR-28;FLCR-36;FLCR-38;FLCR-30;FLCR-24;FLCR-25;FLCR-39;FLCR-40,039-umbrella-math-chart-j3o-isomorphism.md,D:\CQE_CMPLX\kernel\staging\papers\suite83_cmplx_kernel_production\CQE_CMPLX-workspace\CMPLX-PartsFactory-main\packages\lattice-forge\docs\cqe\extracted_formalizations\texts\039-umbrella-math-chart-j3o-isomorphism.md,,,,
